	anger	contempt	disgust	fear	happiness	neutral	sadness	surprise
brh2003004002/PP	0.00422898075	0.004749097	0.000198250957	1.14216509e-05	0.0009383419	0.9740037	0.0157454945	0.000124736369
hec2009001608	0.06313015	0.00174217671	0.006778307	0.00313925138	0.000198427791	0.879964054	0.0128931664	0.0321544558
hec2009001603	0.00570579572	0.0003119077	6.920381e-05	1.98216912e-06	7.32285844e-05	0.993433952	0.000208286787	0.000195628891
hec2009001602	0.01562669	0.0013675536	0.00042821886	9.403545e-05	0.00025771698	0.9789888	0.00114083069	0.00209612469
hec2009001609	0.000117901371	0.002940549	0.000103999577	4.989133e-08	0.739199	0.257582068	4.20230754e-05	1.4412215e-05
96522077	4.53532856e-08	1.64371627e-07	2.70565e-07	2.34022113e-09	0.99996537	3.27249181e-05	2.95625213e-09	1.401095e-06
brh2003001778/PP	0.00248998543	0.00641909661	0.0002596003	2.5676618e-05	0.004124769	0.9816569	0.00476308074	0.000260893372
hec2009004073	0.00110264181	0.00999259	0.000452618231	8.607664e-05	0.00938386749	0.96698314	0.0114519959	0.000547097
hec2009004072	0.00308442721	0.007385804	0.00163295318	0.000380541343	0.008175402	0.966198742	0.0116719436	0.00147018011
hec2009004071	0.00179797877	0.0007515977	9.737901e-05	3.07747223e-06	0.000925693137	0.9957513	0.0003826621	0.000290276745
hec2009004070	2.40413956e-05	0.00375962583	6.31061e-05	6.272538e-07	0.35836032	0.6344167	0.00335568143	1.992429e-05
hec2009004077	0.000366929075	0.00719196862	0.0002650802	2.54810516e-07	0.06177028	0.930299044	5.151434e-05	5.49080069e-05
hec2009004076	0.0217863228	0.015274643	0.00175049249	0.000240376059	0.00391687546	0.9414672	0.01432851	0.00123555586
hec2009004075	0.0140966671	0.00264436938	9.918158e-05	9.287076e-07	3.404331e-05	0.9749403	0.008178172	6.363862e-06
hec2009004074	0.0012293295	0.0234648511	0.00102988386	6.3606305e-05	0.0146712326	0.9479835	0.0110066626	0.0005509554
hec2009004079	0.00277396454	0.0236883033	0.00157189136	4.38260759e-06	0.0245935842	0.94593	0.00118385837	0.000254007784
brh2003003070/PP	0.00185269443	0.0190699417	0.000425765873	0.00022890979	0.00119347742	0.97121197	0.00298584416	0.0030313665
cwp2003000437/PP	0.0007425548	0.00127342856	6.296511e-05	0.00016214147	0.0005309777	0.992374	0.00327169057	0.00158222206
cwp2003003983/PP	0.00337336259	0.00142523646	8.458137e-05	7.300537e-06	0.00189060008	0.9854326	0.00776530337	2.09694463e-05
brh2003002653/PP	2.91876058e-05	0.000244484138	2.866501e-06	2.50064289e-08	1.43447167e-07	0.9962803	0.00344054145	2.422313e-06
hec2009002646	0.03586133	0.0393628366	0.007847493	0.000807165459	0.017918041	0.8549732	0.0405972041	0.00263273553
cwp2003003580/PP	0.003858358	0.0004207446	3.80740676e-05	1.81974374e-05	1.32457244e-05	0.9932164	0.00238475366	5.025039e-05
det1994002981/PP	2.17073957e-05	0.00146824843	5.87114255e-06	5.826719e-08	0.318885237	0.6795849	1.27344711e-05	2.1211381e-05
hec2009004381	0.000223215378	0.000583243847	1.3600833e-05	4.16800549e-06	0.001662826	0.9969938	0.000362196151	0.000156986935
hec2009004380	0.0008948393	0.000364722044	1.10953333e-05	1.89429966e-06	1.97783629e-05	0.9980023	0.0006755143	2.98714731e-05
hec2009004385	0.00394631736	0.00214405777	0.00014520812	6.7091637e-06	0.00017220751	0.992053032	0.00146302138	6.945667e-05
hec2009004384	0.00142913556	0.00223939237	2.42787883e-05	1.19749259e-07	4.34180474e-05	0.995980144	0.0002743524	9.134115e-06
hec2009004387	0.000162634227	0.0006893111	0.000265900133	1.06037778e-05	0.740195036	0.256878257	0.00136541284	0.0004328731
hec2009004386	0.00216605887	0.00271735969	0.000303442881	2.02048454e-06	3.742789e-05	0.9899975	0.004700822	7.53658242e-05
brh2003002651/PP	0.008603917	0.013065381	0.003665659	0.000306264556	0.22142677	0.7301661	0.02196086	0.0008050941
brh2003004085/PP	0.000907072	0.00142399839	7.415032e-05	3.62815257e-07	0.0001286325	0.9959801	0.0014800491	5.626871e-06
cwp2003004119/PP	0.0191394314	0.0024703003	0.000107164335	2.55308751e-05	1.515866e-05	0.9684281	0.009774421	3.992069e-05
owi2001041097/PP	0.00183238217	0.0132330209	0.00318504265	0.000829520461	0.390183955	0.576406837	0.0112311048	0.00309814163
95504502	2.54608449e-06	7.72055646e-05	0.000752372551	9.789503e-10	0.9988476	0.0003172273	2.55410032e-06	4.690777e-07
brh2003003076/PP	0.0474518128	0.00283380528	0.004068478	0.000101587044	0.0119275348	0.9149006	0.0184712261	0.0002449627
cwp2003004377/PP	0.0179556422	0.007744781	0.00166600675	9.488886e-05	0.000254177081	0.916229546	0.05596829	8.666152e-05
cwp2003000439/PP	0.00100397121	0.00108446309	0.000334866636	2.24309338e-06	0.0242908	0.9724158	0.000716571754	0.000151283239
brh2003004661/PP	0.000258364133	0.005892343	5.48974822e-05	2.27198612e-07	0.000162672775	0.9932852	0.000324979774	2.13370076e-05
2002716656	0.0274674073	0.008051119	0.00125308114	0.000221298	0.00127472391	0.9479465	0.01340273	0.000383166625
2002716659	0.002479878	0.00229334179	0.000137760944	0.000175112757	0.0256586373	0.9637308	0.00332186	0.00220259512
2002716658	5.45742951e-05	0.000108123808	1.17140104e-07	6.735983e-08	4.99788257e-06	0.9998064	1.538024e-05	1.03418479e-05
2007678437	0.00236599776	0.0009086848	0.000533621	2.28441672e-06	7.34068e-05	0.992973447	0.003101811	4.077063e-05
2007678435	0.000241051152	0.003149435	0.0004921947	3.29344948e-06	0.09555532	0.895547569	0.004856023	0.000155111557
2007678433	0.009545889	0.00131417869	0.00107059826	1.32458808e-05	5.51241574e-05	0.9666117	0.021289248	0.000100033089
2007678432	0.005311985	0.00190865423	0.000161105912	7.398327e-05	8.2688086e-05	0.990792453	0.00154209451	0.000127058389
hec2009006533	0.002743169	0.005736212	0.00236345618	7.978042e-05	0.00730801839	0.971305132	0.008157475	0.00230677449
2007678439	0.00764124375	0.00147225836	5.00047463e-05	2.730411e-07	9.630081e-06	0.9907393	8.13706356e-05	5.937517e-06
2007678438	0.000335283228	7.618235e-05	3.700478e-06	4.35890033e-05	6.231472e-06	0.998238266	0.001191406	0.000105353945
hec2009005382	0.0374173932	0.00727498857	0.009233542	0.0009980274	0.02737267	0.8991632	0.005490161	0.0130500356
hec2009005383	0.000193386179	0.00160580536	5.08838239e-05	1.84070657e-07	0.001479041	0.9963349	0.000323194457	1.25845681e-05
hec2009005380	0.001551837	0.00217278581	0.0003655076	1.53968558e-05	0.00102355576	0.993080556	0.000411221758	0.0013791509
hec2009005381	0.004732629	0.006728687	0.00194488978	0.000101548983	0.0179884657	0.9629561	0.00429007364	0.00125761959
hec2009005386	0.000125638762	0.0014927038	5.939202e-06	5.759835e-09	0.000120346755	0.9981571	9.72354756e-05	1.07329015e-06
hec2009005387	0.00179988227	0.0055948575	1.33848653e-05	9.28071753e-09	3.62776564e-06	0.9909772	0.001610689	3.41106414e-07
hec2009005384	2.089992e-05	0.0105619254	7.205207e-06	2.44874929e-08	0.0472769774	0.9420338	7.711258e-05	2.20366856e-05
hec2009005385	2.8023258e-05	0.0009801944	4.586667e-06	3.52467833e-09	8.676383e-06	0.998730063	0.000247280463	1.19348124e-06
hec2009005388	0.000101041274	0.0001731745	2.27494024e-06	2.20454513e-05	4.166321e-06	0.9981955	0.00105115655	0.000450584281
hec2009005389	0.001857121	0.00173984515	0.000341205829	0.0004879779	0.05071652	0.928797066	0.00139460119	0.0146656781
thc1995007876/PP	0.00141642219	0.001137513	0.000172993663	2.15013984e-06	1.53861019e-05	0.9956993	0.00106069539	0.000495566346
2009633181	0.00208489038	0.000716477458	3.86159445e-06	3.72122777e-08	2.12998046e-07	0.9970455	0.000146625112	2.35065181e-06
cwp2003003329/PP	0.0265386477	0.0144586489	0.000260311	2.78983189e-05	0.000517972745	0.9551117	0.00298076146	0.000104054168
2002716388	3.684964e-05	0.0001571513	6.28686666e-06	4.61919058e-07	0.000190272069	0.9993433	0.0002281232	3.75570853e-05
hec2009004929	0.0008297974	0.00333348056	0.000117929383	3.45877015e-06	0.0494501926	0.9455555	0.000471300678	0.000238337525
2002716383	0.0005196877	0.000577615632	1.96910933e-05	3.9575857e-06	2.87020575e-05	0.99310416	0.00571573945	3.04410914e-05
hec2009004924	0.0006741145	0.0003736907	3.50787377e-05	9.14826558e-07	0.00167897146	0.9934139	0.00382168381	1.63518416e-06
2002716381	0.00216188119	0.00152426807	0.000133082664	0.000397055381	0.00113609794	0.9815887	0.000814094266	0.0122448076
hec2009004926	0.000374234223	0.000289856747	3.69541958e-05	5.902859e-07	0.01481767	0.9841859	0.000249107426	4.57300121e-05
2002716387	0.000408658	0.00936191	0.0004171403	7.358019e-05	0.4347094	0.5447976	0.00213219179	0.008099516
2002716386	0.000334963843	0.0140564963	0.000568589254	7.03446349e-05	0.305128723	0.6719814	0.004202989	0.00365647441
2002716385	0.00106092019	0.00526257744	0.000243315662	1.86963644e-05	0.291788548	0.6998816	0.00108520745	0.000659131154
2002716384	0.00127095624	0.0205309428	0.000711207453	0.00018548638	0.0438576937	0.9187577	0.008468562	0.00621744944
fsa2000022722/PP	0.0002096845	1.41103328e-06	0.00102564692	1.5359619e-07	0.998267	0.000414586975	7.595892e-05	5.54059034e-06
cwp2003003723/PP	0.00308511849	0.00225977437	0.000277610874	0.00264919759	0.0009308795	0.9777595	0.008266385	0.00477154
98503044	0.001908586	0.000861579145	0.000106032196	2.07976973e-05	0.0001460282	0.994948745	0.00157585519	0.000432352535
98503047	0.00539708976	0.0100600971	0.00149985729	0.00123101519	0.613775551	0.352484822	0.00324587384	0.0123056863
brh2003004000/PP	0.003401478	0.00311551	0.00467616273	0.00110252306	0.006255005	0.95683825	0.0161877126	0.00842334051
brh2003004205/PP	0.00148965232	0.000635131146	1.8635709e-06	6.8083267e-07	9.0731254e-07	0.9976586	0.00019464588	1.85036079e-05
hec2009005038	0.0005458771	0.00648754369	0.0005821059	2.321107e-05	0.433233619	0.556635857	0.00161834923	0.000873409561
hec2009005039	1.28737611e-05	0.000135922746	1.32138564e-06	8.5118923e-10	0.000137221534	0.9996943	1.72611362e-05	1.13778981e-06
brh2003002731/PP	6.52025847e-05	0.00569726	7.203708e-05	7.961313e-06	0.4516525	0.5411489	0.00113439071	0.0002217739
brh2003004319/PP	0.0419555828	0.0535992533	0.0281702522	0.0003610625	0.008698188	0.5414422	0.325456232	0.000317213
2014636062	4.09559652e-05	0.00363194244	1.0389932e-05	1.07322182e-06	0.06189852	0.9337876	0.0005798458	4.967075e-05
brh2003002672/PP	7.716038e-05	0.0009769519	5.3820313e-05	3.2141008e-05	0.905433655	0.09154398	0.0010075774	0.0008747191
96513404	0.00306268758	0.000866187154	0.0001746511	0.00507665426	8.849317e-05	0.973382354	0.01434787	0.003001102
hec2009005033	0.00211960543	0.00567003246	0.0004776675	1.14905174e-06	0.0956897438	0.895376	0.0005790436	8.673473e-05
96513402	0.000379482924	0.000938133569	4.532018e-05	1.59322752e-07	0.0007570708	0.996902	0.000973500835	4.353794e-06
2014636067	0.003561145	0.0178927444	0.0010375093	3.339868e-05	0.2540569	0.7202134	0.00272677629	0.000478156056
hec2009005036	0.00017571637	0.00055575	1.14195173e-05	8.411252e-06	0.000107002867	0.9977523	0.00130811729	8.128046e-05
hec2009005037	1.20463092e-05	0.000442989549	1.63671825e-06	8.976866e-08	0.0271119941	0.9723092	9.595152e-05	2.61302139e-05
brh2003000488/PP	0.0004993036	3.37086058e-05	1.59487058e-06	2.28416752e-06	6.08425125e-06	0.9970696	0.00238398532	3.45420085e-06
thc1995004311/PP	0.000176318688	0.0002360701	4.181941e-05	1.94401564e-05	5.25054456e-05	0.983974159	0.0153810335	0.000118672717
brh2003004484/PP	0.121339537	0.0342885368	0.0157409683	0.000460116076	0.000111182773	0.7998068	0.0226348937	0.00561800227
thc1995007631/PP	3.15617035e-05	0.00019390168	4.71576677e-05	2.573808e-07	0.995937347	0.00371214165	6.330876e-05	1.433539e-05
2004682172	0.01592101	0.252897948	0.00125036063	2.378447e-05	0.00102093315	0.7222905	0.006353956	0.000241479778
97501959	0.0004161882	0.00208128244	3.42248968e-05	2.81892483e-07	0.093723394	0.9035603	7.36493e-05	0.000110706082
hec2009003388	0.0353095	0.07058665	0.0059304	5.53673053e-05	0.00715308	0.8781254	0.00128914975	0.00155039143
det1994023185/PP	0.00014138571	0.00128414657	6.695973e-05	6.88589862e-05	0.003599006	0.9893809	0.003914777	0.00154394726
2014635601	0.000303589564	0.000236467822	4.366246e-05	0.000143558267	0.217252582	0.7779253	0.0026077244	0.00148709549
2014635600	0.00293305935	0.0006765074	4.94771339e-05	3.56339151e-05	0.000166461119	0.9939602	0.0002270013	0.001951645
2004682179	0.000486719771	0.000409096072	9.921898e-06	5.86634633e-05	0.0121219661	0.985968649	0.000353019539	0.0005919592
brh2003000972/PP	0.008648106	0.00766514428	0.000767047866	6.125148e-05	0.0220282022	0.9567078	0.00342955557	0.0006929343
agc1996003685/PP	0.000249761972	0.0003462889	0.000134019079	1.20801133e-05	0.0641085058	0.93343395	0.0014993638	0.000216017856
hec2009002569	0.003466915	0.00263755023	0.0007874665	0.003794083	0.0300799012	0.932314634	0.00636701938	0.0205524415
hec2009002568	0.00313501479	0.131249681	0.00140514411	1.67978487e-05	0.18468827	0.677300155	0.00189117249	0.0003137445
hec2009002563	0.000107335363	0.00201096223	0.000112690075	2.743085e-08	0.380371332	0.6173553	3.67193352e-05	5.63339154e-06
hec2009002562	0.009870303	0.00546163926	0.000137332172	3.60552053e-06	0.0005136784	0.9829067	0.001045907	6.083997e-05
hec2009002560	0.158483833	0.005585578	0.0067016324	0.003006743	0.000743862765	0.7826698	0.01509224	0.0277163144
hec2009002565	0.000313936267	0.004096788	0.000163073448	1.94572985e-05	0.5131765	0.4795339	0.000197297821	0.0024990316
hec2009002564	0.00279254257	0.007483708	0.0005902362	8.2806524e-05	0.009102215	0.9730892	0.00587256253	0.000986738
hec2009006400	1.365133e-05	0.00190365594	4.42093466e-07	4.07936e-09	0.016597975	0.9814646	1.88787071e-05	7.51189134e-07
brh2003002045/PP	0.118213087	0.00249859085	0.0012934882	5.39235625e-05	1.19257709e-06	0.8099728	0.06784692	0.000119953627
cwp2003003763/PP	0.00539732864	0.009690282	0.000317144179	0.0003811956	6.498628e-05	0.9590384	0.0248005912	0.0003100884
92520495	0.0007468365	2.883833e-05	3.34944048e-06	7.380725e-07	2.71400822e-05	0.998866558	0.00031560802	1.09335269e-05
gsc1994000630/PP	6.832201e-05	0.00138645177	1.75195219e-05	1.17207655e-07	0.192732245	0.805590749	0.000200608963	3.968248e-06
2011648518	0.00262202742	0.007069968	0.00130141748	0.000269848155	0.00266384683	0.9746308	0.009050685	0.00239141425
2004663477	0.0244469065	0.005006714	1.66751324e-05	2.88652615e-07	1.01381984e-05	0.970339954	0.000172721324	6.60576461e-06
2012649199	0.00196880358	0.0005389796	2.36216547e-05	0.000183490542	2.94469537e-05	0.994343	0.00186639524	0.00104627607
owi2001013641/PP	0.00106667366	0.0217273068	0.0009076714	0.000155715359	0.09014784	0.873676538	0.0106443651	0.00167386478
brh2003001321/PP	0.0003763743	0.000713398331	1.25021907e-05	0.000139971773	3.27447633e-05	0.991385	0.0068461	0.0004939097
91786804	0.000241290865	0.00267252442	6.115235e-05	2.93506474e-07	0.0171089917	0.979722	0.00018453224	9.219513e-06
2011660145	0.00302722165	0.00349800149	0.000712526962	7.861493e-05	0.000316065561	0.959727943	0.0322292037	0.00041041337
2011660144	0.03389269	0.00762130832	0.05206734	0.00329245534	0.013234877	0.8186364	0.0652991	0.00595580833
agc1996001010/PP	0.00260346569	0.00269151642	0.009773724	0.009824486	0.000376280746	0.473612756	0.4795151	0.0216026716
2016646916	0.000297908642	0.0251042787	0.0005631831	4.508129e-06	0.418948472	0.5539278	0.000761818839	0.0003920464
cwp2003002840/PP	0.00136652729	7.0842565e-05	3.08592862e-05	0.000539900968	0.000147323663	0.992835343	0.0027435855	0.00226559723
2014646223	0.00240599178	0.00105261465	3.086442e-05	9.25421846e-05	1.73570152e-05	0.9914155	0.004871643	0.00011346316
2014646222	0.0009988947	0.0006376096	6.227153e-06	0.000122668687	4.05182254e-06	0.996527	0.00138644187	0.000317089667
2014646221	0.000276415958	0.00129797007	5.8614638e-05	3.32388663e-05	0.00040930172	0.9954497	0.00234859483	0.000126132189
2014646220	0.000385654275	0.00017044571	8.614844e-06	9.12391042e-05	1.57931879e-06	0.9974662	0.000705994258	0.00117026316
2014646224	0.000530774	0.000285341026	1.351734e-06	1.10869927e-07	7.953702e-06	0.9991551	1.42465069e-05	5.14098974e-06
95512223	9.9082e-06	0.000769607548	9.88905e-07	1.30696591e-07	0.015816953	0.9833519	1.19663055e-05	3.856278e-05
brh2003002200/PP	0.006723919	0.00104493229	0.000261310546	8.818251e-07	6.893613e-05	0.987082362	0.004806248	1.13875794e-05
96503939	0.003991878	0.0232645217	0.004189637	0.000159370858	0.0263524782	0.92450875	0.0152872782	0.00224611256
thc1995006556/PP	0.00127674744	0.00117722841	0.00122445659	0.015499373	0.00466869166	0.708548665	0.0137608256	0.253844023
brh2003002735/PP	0.00112915109	0.004464968	2.30723417e-05	4.293215e-06	0.0001480946	0.9934792	0.0006803288	7.08808657e-05
thc1995000001/PP	0.000115492454	0.00147627888	1.69146315e-05	2.583316e-07	0.0278150961	0.970366955	0.0001904018	1.86055986e-05
det1994022398/PP	0.028136652	0.000198126028	2.62892063e-05	4.209666e-05	3.14285376e-06	0.968112051	0.000303390349	0.00317827449
cwp2003003004/PP	0.00475569628	0.000616079	0.0005298458	0.000331333227	0.00233597076	0.9821317	0.0074589625	0.00184037071
91794297	0.008353608	0.0002859429	0.000159171832	0.000226379852	3.10374271e-05	0.984442	0.002617188	0.003884655
91794294	0.01072757	0.00142902427	0.000188855032	9.52506962e-05	0.000147713	0.979960561	0.007155991	0.000295060658
brh2003002737/PP	0.00131984043	0.001166645	9.855844e-06	1.81978135e-06	1.69329087e-06	0.997151434	0.000282219349	6.647555e-05
brh2003002047/PP	0.01589332	0.00574428448	0.001023527	7.725258e-06	0.0009029287	0.97290957	0.00325568579	0.000262954243
90714678	0.000129882435	0.0021213952	9.216066e-06	2.394744e-07	0.00165797479	0.9959991	6.194663e-05	2.02716437e-05
2011631081	0.1648083	0.009726875	0.0389992222	0.00242501684	0.03619288	0.606286645	0.131225452	0.0103356279
2002721816	0.01440082	0.022523718	0.0007142019	1.653469e-05	0.0015923914	0.9443821	0.0162491612	0.000121083314
brh2003000622/PP	0.0038438323	0.0108162444	0.000546563359	0.0005992037	0.0009854095	0.9600966	0.0227057822	0.000406338018
98506863	0.000225516123	0.00280833524	3.25729379e-05	3.36897983e-07	0.290782064	0.7060235	8.586836e-05	4.17984e-05
cwp2003003572/PP	0.0284500513	0.00187183183	0.003386829	0.000400353834	0.00389348669	0.939354241	0.0186330341	0.004010201
cwp2003000308/PP	0.0351588167	0.003981822	0.0143611534	0.000346898334	0.000379856268	0.90420866	0.00823975448	0.03332302
brh2003004527/PP	0.0137847457	0.0164781474	0.00436847331	6.54842443e-05	3.47436762e-05	0.849728346	0.11529208	0.000248004275
cwp2003002784/PP	0.00324883	0.0104954857	0.000350032729	7.20462049e-05	0.0005931881	0.969251156	0.01580346	0.000185797471
brh2003002567/PP	0.00101123913	0.0006568734	2.59261124e-05	7.037662e-07	0.0006565465	0.997358859	0.000268295873	2.153959e-05
brh2003003388/PP	0.0437976755	0.0011112215	0.00196826272	4.055984e-06	8.201666e-05	0.950756967	0.00197979179	0.000300025655
94504407	8.535759e-05	0.000110227316	2.85988881e-06	0.005348714	0.00337199587	0.98582375	0.00400248123	0.00125458871
brh2003004744/PP	0.0217494722	0.004539886	0.0148267746	0.000383563747	0.000111444082	0.8729838	0.08191751	0.00348755671
2004664558	5.984034e-05	0.0012176251	6.74700732e-06	1.81300459e-06	0.0005145444	0.996430755	0.001715094	5.3603304e-05
2004664559	0.003170492	0.003727041	0.000248317432	0.00030213414	0.004836996	0.9828496	0.002848213	0.00201718323
2004664552	3.79315279e-05	0.000154693713	1.49685329e-05	4.954936e-06	5.810848e-05	0.9973101	0.0022665055	0.000152748064
2004664553	0.000935571152	0.00179850007	1.16157207e-05	1.616316e-06	6.401528e-05	0.9955377	0.00163207436	1.89286911e-05
2004664550	0.005392385	0.0008871107	1.543953e-05	8.689946e-06	5.464395e-07	0.9899207	0.00375667354	1.849661e-05
2004664551	0.0187609773	0.01681	0.00829774	0.00362359337	0.000119500655	0.715606034	0.226712421	0.0100697428
2004664556	0.00328974123	0.00172921934	4.94718333e-05	8.726141e-05	4.27750419e-05	0.988616645	0.00569691649	0.000487941317
2004664557	0.000919860147	0.009725574	0.000443429453	9.119669e-05	0.00343222	0.8445529	0.140616581	0.0002182889
96525580	0.00275578955	0.00196981221	5.904549e-05	2.40899153e-05	0.000652447168	0.9916147	0.002581276	0.000342862651
96525581	0.00301221642	0.009177244	0.00237843674	1.2804092e-05	0.00734435162	0.9684648	0.009276271	0.000333858974
thc1995004268/PP	9.953178e-07	9.733296e-08	1.98808962e-07	2.48532182e-08	0.9885043	0.0001684054	4.954718e-07	0.0113254674
2012649108	0.00134872016	0.000425121951	1.2616144e-05	1.37876059e-05	1.02700608e-06	0.9965399	0.001576988	8.186328e-05
cwp2003003717/PP	0.043512132	0.00504090777	0.006265451	0.00353305251	0.00362912286	0.904469669	0.00801222	0.0255374666
cwp2003003059/PP	0.007861256	0.00316860434	0.00174031674	1.18521666e-06	0.000123641061	0.9851915	0.00173320784	0.000180260424
2006679528	1.39199255e-05	3.33778848e-06	6.371223e-05	3.327237e-06	0.998607337	0.000469687977	0.0007788343	5.98219667e-05
2013648327	8.460942e-05	0.00218458753	8.571787e-05	9.687852e-05	0.008224899	0.97233963	0.00244322256	0.0145404842
2013648326	0.01210934	0.0006163716	3.524271e-05	2.114892e-05	1.24231383e-05	0.9852893	0.00184416166	7.204941e-05
2013648325	0.02473253	0.006191754	0.000453062967	3.537803e-05	0.000827680633	0.9557546	0.0118779056	0.0001271024
2005677947	0.0260410681	0.009234856	0.0127820047	0.0232845433	0.00135412917	0.485732138	0.415950179	0.0256210845
cwp2003003685/PP	0.00480943	0.000252311816	4.44381876e-05	2.250416e-05	7.26799044e-06	0.992697358	0.002075501	9.119133e-05
2013648322	0.00308114314	0.000154593319	0.000115331219	0.000273497775	3.04035111e-05	0.993109643	0.00246035587	0.0007750556
2013648321	0.0127494587	0.0129529266	0.000604703557	8.02598952e-05	5.37346132e-05	0.9597483	0.01357973	0.000230868362
2013648320	1.45035519e-05	1.85467179e-05	5.62271225e-08	3.15843849e-08	2.61854984e-06	0.9999486	1.49390771e-05	6.59253e-07
2001701718	0.000152117311	0.00292466045	2.3428498e-05	9.797646e-06	0.107386313	0.8880841	0.00125001685	0.000169559353
cwp2003002630/PP	0.002291684	0.001290429	7.967795e-06	2.179659e-05	7.207339e-07	0.991073668	0.00527567836	3.80831261e-05
95501105	0.00414989935	0.00145721866	4.981575e-05	7.25097971e-06	0.000176140515	0.9928497	0.00123516715	7.478415e-05
brh2003002678/PP	0.0011633212	0.00111132406	0.0001013009	3.1751697e-06	9.44503845e-05	0.984828949	0.0126257148	7.1755996e-05
det1994002337/PP	1.542962e-05	0.0007248378	3.58897046e-06	1.51708164e-07	0.0889487639	0.9101476	0.000135635637	2.39557758e-05
brh2003001178/PP	0.0148544684	0.0009579992	0.000123397913	2.29481138e-05	1.63144487e-05	0.977145255	0.006816975	6.26286055e-05
91783057	0.00013254318	0.0002960679	5.4009347e-06	1.01086989e-07	0.000188870414	0.999191761	0.000179481474	5.789198e-06
brh2003002500/PP	0.006540184	0.00069091114	0.000291170756	0.000409163185	3.311519e-05	0.9671233	0.0245303325	0.000381785241
wa0376.photos.168932p	0.0132010346	0.000775768654	0.000427179883	0.000107439671	2.94486617e-05	0.981719553	0.002780902	0.00095865014
thc1995009103/PP	0.000358855468	0.000767064455	1.04295486e-05	0.000221384878	3.417036e-06	0.988584936	0.009013409	0.001040508
2006680248	0.00502179936	0.0258630663	0.0007933987	0.000227700482	0.0026884703	0.9526403	0.0114738531	0.00129141065
2006680245	0.0145702278	0.0262696911	0.0039059706	6.17578553e-05	0.000652353046	0.9195175	0.0347649641	0.000257496751
2006680242	0.009464403	0.0115819918	0.000232449209	2.517524e-05	2.38229859e-05	0.9476451	0.0309912935	3.57437166e-05
brh2003004845/PP	0.05253887	0.04334021	0.00159838668	3.70461566e-05	3.56993842e-05	0.5439101	0.3584882	5.1484436e-05
thc1995005565/PP	0.00176607585	0.00630999357	0.0005305301	2.80173185e-06	0.0727908462	0.915732443	0.00279335864	7.395395e-05
thc1995008921/PP	0.00292117475	0.00149372127	0.000240514739	0.000384510116	0.00111439242	0.98416245	0.008415779	0.00126747985
91792194	0.001676763	0.001957465	0.000452214	0.000243615446	0.00259446655	0.959365666	0.03147478	0.002235024
hec2009006659	0.000482218515	0.00602298276	0.000138532618	4.93736138e-07	0.000519256864	0.989160061	0.00365943485	1.70482144e-05
hec2009006658	0.00023761495	0.005924239	4.07414773e-05	1.07000723e-07	0.00467137666	0.9881763	0.000941163	8.44946953e-06
hec2009006162	0.00149889477	0.003374363	0.00317438	9.238958e-06	0.692778	0.29849565	0.000484249584	0.000185269892
hec2009006651	4.70705563e-05	0.00508347247	5.15771035e-06	2.06310746e-09	0.1663647	0.828486562	1.23970822e-05	6.5281165e-07
hec2009006653	0.00212765159	0.0039912113	0.000117958996	1.17484942e-05	0.00356460037	0.9888382	0.00101630064	0.00033232494
hec2009006652	2.5260224e-05	0.0106734708	4.192658e-05	3.82813141e-06	0.5170902	0.470900834	0.0012253935	3.90817368e-05
hec2009006655	0.00324920774	0.001863107	0.000325398782	0.0002941943	0.00229507266	0.9860688	0.00440627243	0.00149799115
hec2009006161	0.00263291528	0.0269096773	0.0005240006	2.59861372e-06	0.04598111	0.9175801	0.00634651538	2.3047498e-05
hec2009006657	0.0005122577	0.00233910047	5.573562e-05	4.562003e-07	0.007987255	0.9888732	0.00021268148	1.934094e-05
hec2009006656	0.009151953	0.00723329	0.0023990972	0.00175911491	0.0203141421	0.9405297	0.009966102	0.00864661951
hec2009006167	0.00201550685	0.0008429186	0.000628213049	1.88631839e-06	0.000138971067	0.995840967	0.000157313028	0.0003742427
brh2003003509/PP	0.0402144343	0.003300158	0.000331856252	1.83620932e-06	1.34774255e-05	0.95450455	0.00160151161	3.219074e-05
cwp2003004200/PP	0.04089782	0.0007474028	0.008855813	8.029993e-06	4.49675235e-06	0.923917532	0.0252553076	0.000313606433
2010650358	0.007634333	0.004627711	0.000180815914	1.41130886e-05	7.333112e-05	0.9835256	0.00390351447	4.05830433e-05
2010650350	0.00205942849	0.004863734	0.000954830437	0.00181049539	0.000316112884	0.8408821	0.147558644	0.00155461533
2010650351	3.538932e-05	6.2927e-05	5.934188e-08	1.35485081e-07	7.46469959e-06	0.999877155	6.33458e-06	1.0541783e-05
2010650352	0.0006705438	0.00130345451	8.24206945e-05	3.37299383e-07	0.000152690322	0.9975208	0.000259384484	1.035788e-05
2010650353	0.000216787143	0.002427541	2.62874664e-06	6.123545e-07	5.88852026e-06	0.9946826	0.00266104657	2.911917e-06
2010650354	5.128244e-05	0.000117695839	6.13922055e-07	8.843973e-06	6.55171561e-07	0.995467246	0.00427764328	7.599551e-05
2010650356	0.00703151571	0.00335907983	0.0001461364	0.000164692741	3.71621422e-06	0.942364	0.0467322171	0.000198682377
2010650357	6.924983e-05	0.000233104933	2.60961815e-06	4.58232944e-06	3.457857e-05	0.9993016	0.0002788858	7.5381904e-05
